District,Municipality,Ward,Partner Organization,Funding Organisation,Sector,Activity Type,Activity Status,Unit (Indicator),Planned#,Reached#,GaNaPa_Code,GaPaN_Ward_Code,District_code
Gorkha,Chum Nubri,7,GON - DLPIU,World Bank,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Planned,households,10,0,36004,36004-7,36
Gorkha,Chum Nubri,7,GON - DLPIU,World Bank,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Planned,households,10,0,36004,36004-7,36
Gorkha,Chum Nubri,7,GON - DLPIU,World Bank,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Planned,households,10,0,36004,36004-7,36
Gorkha,Chum Nubri,7,GON - DLPIU,World Bank,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Planned,households,10,0,36004,36004-7,36
Gorkha,Chum Nubri,7,GON - DLPIU,World Bank,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Planned,households,10,0,36004,36004-7,36
Gorkha,Chum Nubri,7,GON - DLPIU,World Bank,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Planned,households,10,0,36004,36004-7,36
Gorkha,Chum Nubri,7,GON - DLPIU,World Bank,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Planned,households,10,0,36004,36004-7,36
Gorkha,Chum Nubri,7,GON - DLPIU,World Bank,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Planned,households,10,0,36004,36004-7,36
Gorkha,Chum Nubri,7,GON - DLPIU,World Bank,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Planned,households,10,0,36004,36004-7,36
Gorkha,Dharche,4,CARE-N,CARE-N,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,41,41,36005,36005-4,36
Gorkha,Chum Nubri,7,GON - DLPIU,World Bank,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Planned,households,1,0,36004,36004-7,36
Gorkha,Sulikot,8,SCI,SCI,Rural Housing and Community Infrastructure,Reconstruction - Reconstruction of houses,Completed,households,41,,36011,36011-8,36
Gorkha,Sulikot,8,SCI,,Rural Housing and Community Infrastructure,Support - GoN reconstruction grant (Tranche III),Completed,households,41,41,36011,36011-8,36
Gorkha,Chum Nubri,7,GON - DLPIU,World Bank,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Planned,households,1,0,36004,36004-7,36
Gorkha,Chum Nubri,7,GON - DLPIU,World Bank,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Planned,households,1,0,36004,36004-7,36
Gorkha,Chum Nubri,7,GON - DLPIU,World Bank,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Planned,households,1,0,36004,36004-7,36
Gorkha,Chum Nubri,7,GON - DLPIU,World Bank,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Planned,households,1,0,36004,36004-7,36
Gorkha,Chum Nubri,7,GON - DLPIU,World Bank,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Planned,households,1,0,36004,36004-7,36
Gorkha,Chum Nubri,7,GON - DLPIU,World Bank,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Planned,households,1,0,36004,36004-7,36
Gorkha,Chum Nubri,7,GON - DLPIU,World Bank,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Planned,households,1,0,36004,36004-7,36
Gorkha,Chum Nubri,7,GON - DLPIU,World Bank,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Planned,households,1,0,36004,36004-7,36
Gorkha,Chum Nubri,7,OXFAM-GB,,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,households,1,1,36004,36004-7,36
Gorkha,Sahid Lakhan,6,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,40,40,36009,36009-6,36
Gorkha,Sahid Lakhan,6,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,40,43,36009,36009-6,36
Gorkha,Ajirkot,2,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,40,42,36002,36002-2,36
Gorkha,Ajirkot,2,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,40,44,36002,36002-2,36
Gorkha,Chum Nubri,4,CRS,CRS,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,40,14,36004,36004-4,36
Gorkha,Chum Nubri,4,CRS,CRS,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Planned,households,40,0,36004,36004-4,36
Gorkha,Chum Nubri,4,CRS,CRS,"Agriculture, Livestock Development and Irrigation",Support - Enhancement of Crop production,completed,households,40,53,36004,36004-4,36
Gorkha,Chum Nubri,4,CRS,CRS,"Agriculture, Livestock Development and Irrigation",Awareness - Crop and livestock diversification,Planned,households,40,0,36004,36004-4,36
Gorkha,Chum Nubri,4,CRS,CRS,"Water, Sanitation and Hygiene",Capacity building - WASH related trainings,Ongoing,households,40,0,36004,36004-4,36
Gorkha,Bhimsen,5,DCA,DCA,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Water supply mechanisms,Completed,households,40,,36003,36003-5,36
Gorkha,Bhimsen,4,DCA,DCA,"Water, Sanitation and Hygiene",Reconstruction - Water supply mechanisms,Completed,households,40,,36003,36003-4,36
Gorkha,Bhimsen,5,DCA,DCA,"Water, Sanitation and Hygiene",Capacity building - WASH related trainings,Completed,households,40,,36003,36003-5,36
Gorkha,Bhimsen,4,DCA,DCA,"Water, Sanitation and Hygiene",Capacity building - WASH related trainings,Completed,households,40,,36003,36003-4,36
Gorkha,Sulikot,8,SCI,SCI,Rural Housing and Community Infrastructure,Support -  Vulnerable households top-up,Completed,households,40,,36011,36011-8,36
Gorkha,Siranchok,5,CARE-N,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,Completed,households,666,,36010,36010-5,36
Gorkha,Siranchok,5,CARE-N,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,Completed,households,666,,36010,36010-5,36
Gorkha,Siranchok,5,CARE-N,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,Completed,households,666,,36010,36010-5,36
Gorkha,Siranchok,5,CARE-N,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,Completed,households,666,,36010,36010-5,36
Gorkha,Siranchok,5,CARE-N,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,Completed,households,666,,36010,36010-5,36
Gorkha,Siranchok,5,CARE-N,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,Completed,households,666,,36010,36010-5,36
Gorkha,Siranchok,4,CARE-N,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,Completed,households,666,,36010,36010-4,36
Gorkha,Siranchok,4,CARE-N,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,Completed,households,666,,36010,36010-4,36
Gorkha,Siranchok,4,CARE-N,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,Completed,households,666,,36010,36010-4,36
Gorkha,Siranchok,4,CARE-N,CARE-N,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Completed,households,410,,36010,36010-4,36
Gorkha,Siranchok,5,CARE-N,ADH,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,Completed,households,109,109,36010,36010-5,36
Gorkha,Siranchok,5,CARE-N,CARE-N,"Water, Sanitation and Hygiene",Promotion - Hygiene and Sanitation Promotion,Completed,households,108,,36010,36010-5,36
Gorkha,Siranchok,5,CARE-N,CARE-N,"Water, Sanitation and Hygiene",Promotion - Hygiene and Sanitation Promotion,Completed,households,108,,36010,36010-5,36
Gorkha,Siranchok,5,CARE-N,CARE-N,"Water, Sanitation and Hygiene",Promotion - Hygiene and Sanitation Promotion,Completed,households,108,,36010,36010-5,36
Gorkha,Siranchok,5,CARE-N,CARE-N,"Water, Sanitation and Hygiene",Promotion - Hygiene and Sanitation Promotion,Completed,households,108,,36010,36010-5,36
Gorkha,Siranchok,5,CARE-N,CARE-N,"Water, Sanitation and Hygiene",Promotion - Hygiene and Sanitation Promotion,Completed,households,108,,36010,36010-5,36
Gorkha,Siranchok,5,CARE-N,CARE-N,"Water, Sanitation and Hygiene",Promotion - Hygiene and Sanitation Promotion,Completed,households,108,,36010,36010-5,36
Gorkha,Siranchok,4,CARE-N,CARE-N,"Water, Sanitation and Hygiene",Promotion - Hygiene and Sanitation Promotion,Completed,households,108,,36010,36010-4,36
Gorkha,Siranchok,4,CARE-N,CARE-N,"Water, Sanitation and Hygiene",Promotion - Hygiene and Sanitation Promotion,Completed,households,108,,36010,36010-4,36
Gorkha,Siranchok,4,CARE-N,CARE-N,"Water, Sanitation and Hygiene",Promotion - Hygiene and Sanitation Promotion,Completed,households,108,,36010,36010-4,36
Gorkha,Sulikot,8,SCI,SCI,Rural Housing and Community Infrastructure,Reconstruction - Reconstruction of houses,Completed,households,38,,36011,36011-8,36
Gorkha,Sulikot,8,SCI,,Rural Housing and Community Infrastructure,Support - GoN reconstruction grant (Tranche III),Completed,households,38,38,36011,36011-8,36
Gorkha,Siranchok,5,CARE-N,CARE-N,"Agriculture, Livestock Development and Irrigation",Support - Enhancement of Crop production,Completed,households,89,,36010,36010-5,36
Gorkha,Siranchok,5,CARE-N,CARE-N,"Agriculture, Livestock Development and Irrigation",Support - Enhancement of Crop production,Completed,households,89,,36010,36010-5,36
Gorkha,Siranchok,5,CARE-N,CARE-N,"Agriculture, Livestock Development and Irrigation",Support - Enhancement of Crop production,Completed,households,89,,36010,36010-5,36
Gorkha,Siranchok,5,CARE-N,CARE-N,"Agriculture, Livestock Development and Irrigation",Support - Enhancement of Crop production,Completed,households,89,,36010,36010-5,36
Gorkha,Siranchok,5,CARE-N,CARE-N,"Agriculture, Livestock Development and Irrigation",Support - Enhancement of Crop production,Completed,households,89,,36010,36010-5,36
Gorkha,Siranchok,5,CARE-N,CARE-N,"Agriculture, Livestock Development and Irrigation",Support - Enhancement of Crop production,Completed,households,89,,36010,36010-5,36
Gorkha,Siranchok,4,CARE-N,CARE-N,"Agriculture, Livestock Development and Irrigation",Support - Enhancement of Crop production,Completed,households,89,,36010,36010-4,36
Gorkha,Siranchok,4,CARE-N,CARE-N,"Agriculture, Livestock Development and Irrigation",Support - Enhancement of Crop production,Completed,households,89,,36010,36010-4,36
Gorkha,Siranchok,4,CARE-N,CARE-N,"Agriculture, Livestock Development and Irrigation",Support - Enhancement of Crop production,Completed,households,88,,36010,36010-4,36
Gorkha,Siranchok,5,CARE-N,CARE-N,"Agriculture, Livestock Development and Irrigation",Support - Improved livestock management,Completed,households,25,,36010,36010-5,36
Gorkha,Siranchok,5,CARE-N,CARE-N,"Agriculture, Livestock Development and Irrigation",Support - Improved livestock management,Completed,households,25,,36010,36010-5,36
Gorkha,Siranchok,5,CARE-N,CARE-N,"Agriculture, Livestock Development and Irrigation",Support - Improved livestock management,Completed,households,25,,36010,36010-5,36
Gorkha,Siranchok,5,CARE-N,CARE-N,"Agriculture, Livestock Development and Irrigation",Support - Improved livestock management,Completed,households,25,,36010,36010-5,36
Gorkha,Siranchok,4,CARE-N,CARE-N,"Agriculture, Livestock Development and Irrigation",Support - Improved livestock management,Completed,households,25,,36010,36010-4,36
Gorkha,Siranchok,5,INF,INF International,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Completed,households,19,19,36010,36010-5,36
Gorkha,Siranchok,5,INF,INF International,Rural Housing and Community Infrastructure,Support - GoN reconstruction grant (Tranche II),Completed,households,19,19,36010,36010-5,36
Gorkha,Siranchok,5,CARE-N,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,Completed,households,17,,36010,36010-5,36
Gorkha,Siranchok,5,CARE-N,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,Completed,households,17,,36010,36010-5,36
Gorkha,Siranchok,5,CARE-N,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,Completed,households,17,,36010,36010-5,36
Gorkha,Siranchok,5,CARE-N,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,Completed,households,17,,36010,36010-5,36
Gorkha,Siranchok,5,CARE-N,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,Completed,households,17,,36010,36010-5,36
Gorkha,Siranchok,5,CARE-N,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,Completed,households,17,,36010,36010-5,36
Gorkha,Siranchok,4,CARE-N,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,Completed,households,17,,36010,36010-4,36
Gorkha,Siranchok,4,CARE-N,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,Completed,households,17,,36010,36010-4,36
Gorkha,Siranchok,4,CARE-N,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,Completed,households,17,,36010,36010-4,36
Gorkha,Siranchok,5,CARE-N,ADH,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,Completed,households,17,17,36010,36010-5,36
Gorkha,Siranchok,4,INF,INF International,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Completed,households,17,17,36010,36010-4,36
Gorkha,Siranchok,4,INF,INF International,Rural Housing and Community Infrastructure,Support - GoN reconstruction grant (Tranche III),Completed,households,17,17,36010,36010-4,36
Gorkha,Siranchok,5,CARE-N,CARE-N,"Water, Sanitation and Hygiene",Reconstruction - Development of WASH infrastructure,Completed,households,16,,36010,36010-5,36
Gorkha,Siranchok,5,CARE-N,CARE-N,"Water, Sanitation and Hygiene",Reconstruction - Development of WASH infrastructure,Completed,households,16,,36010,36010-5,36
Gorkha,Siranchok,5,CARE-N,CARE-N,"Water, Sanitation and Hygiene",Reconstruction - Development of WASH infrastructure,Completed,households,16,,36010,36010-5,36
Gorkha,Siranchok,5,CARE-N,CARE-N,"Water, Sanitation and Hygiene",Reconstruction - Development of WASH infrastructure,Completed,households,16,,36010,36010-5,36
Gorkha,Siranchok,5,CARE-N,CARE-N,"Water, Sanitation and Hygiene",Reconstruction - Development of WASH infrastructure,Completed,households,16,,36010,36010-5,36
Gorkha,Siranchok,5,CARE-N,CARE-N,"Water, Sanitation and Hygiene",Reconstruction - Development of WASH infrastructure,Completed,households,16,,36010,36010-5,36
Gorkha,Siranchok,4,CARE-N,CARE-N,"Water, Sanitation and Hygiene",Reconstruction - Development of WASH infrastructure,Completed,households,16,,36010,36010-4,36
Gorkha,Siranchok,4,CARE-N,CARE-N,"Water, Sanitation and Hygiene",Reconstruction - Development of WASH infrastructure,Completed,households,16,,36010,36010-4,36
Gorkha,Siranchok,4,CARE-N,CARE-N,"Water, Sanitation and Hygiene",Reconstruction - Development of WASH infrastructure,Completed,households,16,,36010,36010-4,36
Gorkha,Siranchok,5,CARE-N,ADH,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,Completed,households,15,15,36010,36010-5,36
Gorkha,Siranchok,4,CARE-N,ADH,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,Completed,households,15,15,36010,36010-4,36
Gorkha,Siranchok,4,CARE-N,ADH,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,Completed,households,15,15,36010,36010-4,36
Gorkha,Siranchok,5,CARE-N,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,Completed,households,14,,36010,36010-5,36
Gorkha,Siranchok,5,CARE-N,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,Completed,households,14,,36010,36010-5,36
