District,VDC (ward) to Palika,VDC (ward) to Palika - ward,Partner Organization ,Project Title,"Implementing
Partner","Funding
Organisation",Sector,Activity Type,Name of the Infrastructure,Activity Detail,Curriculum (for Trainings),Activity Status,Unit (Indicator),"Physical Target -
Planned","Physical Target -
Reached",GaNaPa Ward Number ,GaNaPa_Code,GaPaN_Ward_Code
Makwanpur,Indrasarowar,5,PLAN,Post Earthquake recovery and reconstruction Project,CEEDF,PLAN,Rural Housing and Community Infrastructure,Support - Distribution of shelter kits,Transitional Shelter construction ,construction of shelter for small family ,,,households,20,,5,31005,31005-5
Makwanpur,Thaha,11,Tearfund,,MRC,Tearund/DEC,Employment and Livelihood,Promotion - Resilient livelihoods,,Formation and registeration of farmers group,,,households,20,,11,31010,31010-11
Makwanpur,Thaha,11,Tearfund,,MRC,Tearund/DEC,Employment and Livelihood,Promotion - Resilient livelihoods,,Formation and registeration of farmers group,,,households,20,,11,31010,31010-11
Makwanpur,Thaha,11,Tearfund,,MRC,Tearund/DEC,Employment and Livelihood,Promotion - Resilient livelihoods,,Formation and registeration of farmers group,,,households,20,,11,31010,31010-11
Makwanpur,Thaha,12,Tearfund,,MRC,Tearund/DEC,Employment and Livelihood,Promotion - Resilient livelihoods,,Formation and registeration of farmers group,,,households,20,,12,31010,31010-12
Makwanpur,Thaha,11,Tearfund,,MRC,Tearund/DEC,Employment and Livelihood,Promotion - Resilient livelihoods,,Formation and registeration of farmers group,,,households,20,,11,31010,31010-11
Makwanpur,Thaha,12,Tearfund,,MRC,Tearund/DEC,Employment and Livelihood,Promotion - Resilient livelihoods,,Formation and registeration of farmers group,,,households,20,,12,31010,31010-12
Makwanpur,Thaha,12,Tearfund,,MRC,Tearund/DEC,Employment and Livelihood,Promotion - Resilient livelihoods,,Formation and registeration of farmers group,,,households,20,,12,31010,31010-12
Makwanpur,Thaha,12,Tearfund,,MRC,Tearund/DEC,Employment and Livelihood,Promotion - Resilient livelihoods,,Formation and registeration of farmers group,,,households,20,,12,31010,31010-12
Makwanpur,Thaha,12,Tearfund,,MRC,Tearund/DEC,Employment and Livelihood,Promotion - Resilient livelihoods,,Formation and registeration of farmers group,,,households,20,,12,31010,31010-12
Makwanpur,Thaha,8,Tearfund,,CWS,Tearund/DEC,Social Protection,Awareness - Child Protection,,Support Child clubs to organize celebratory activities on protection issues,,,households,20,,8,31010,31010-8
Makwanpur,Thaha,7,Tearfund,,CWS,Tearund/DEC,Social Protection,Awareness - Child Protection,,Support Child clubs to organize celebratory activities on protection issues,,,households,20,,7,31010,31010-7
Makwanpur,Thaha,7,Tearfund,,CWS,Tearund/DEC,Social Protection,Awareness - Child Protection,,Support Child clubs to organize celebratory activities on protection issues,,,households,20,,7,31010,31010-7
Makwanpur,Thaha,7,Tearfund,,CWS,Tearund/DEC,Social Protection,Awareness - Child Protection,,Support Child clubs to organize celebratory activities on protection issues,,,households,20,,7,31010,31010-7
Makwanpur,Thaha,7,Tearfund,,CWS,Tearund/DEC,Social Protection,Awareness - Child Protection,,Support Child clubs to organize celebratory activities on protection issues,,,households,20,,7,31010,31010-7
Makwanpur,Thaha,7,Tearfund,,CWS,Tearund/DEC,Social Protection,Awareness - Child Protection,,Support Child clubs to organize celebratory activities on protection issues,,,households,20,,7,31010,31010-7
Makwanpur,Thaha,8,Tearfund,,CWS,Tearund/DEC,Social Protection,Awareness - Child Protection,,Support Child clubs to organize celebratory activities on protection issues,,,households,20,,8,31010,31010-8
Makwanpur,Thaha,8,Tearfund,,CWS,Tearund/DEC,Social Protection,Awareness - Child Protection,,Support Child clubs to organize celebratory activities on protection issues,,,households,20,,8,31010,31010-8
Makwanpur,Thaha,8,Tearfund,,CWS,Tearund/DEC,Social Protection,Awareness - Child Protection,,Support Child clubs to organize celebratory activities on protection issues,,,households,20,,8,31010,31010-8
Makwanpur,Thaha,7,Tearfund,,RADO,Tearund/DEC,Rural Housing and Community Infrastructure,Support - In kind/material support on repair and retrofit,Pakhure WASH,Support to construct GFS,,,households,20,,7,31010,31010-7
Makwanpur,Thaha,8,Tearfund,,RADO,Tearund/DEC,Rural Housing and Community Infrastructure,Support - In kind/material support on repair and retrofit,Ghaderi WASH,Support to construct GFS,,,households,20,,8,31010,31010-8
Makwanpur,Thaha,12,Tearfund,,RADO,Tearund/DEC,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Toilet,,Support in the construction of HH Toilet,,,households,20,,12,31010,31010-12
Makwanpur,Thaha,7,Tearfund,,RADO,Tearund/DEC,"Water, Sanitation and Hygiene",Reconstruction - Water supply mechanisms,Pakhure WASH,Support in the construction of GFS,,,households,19,,7,31010,31010-7
Makwanpur,Thaha,8,Tearfund,,RADO,Tearund/DEC,"Water, Sanitation and Hygiene",Reconstruction - Water supply mechanisms,Ghaderi WASH,Support in the construction of GFS,,,households,19,,8,31010,31010-8
Makwanpur,Indrasarowar,5,PLAN,Post Earthquake recovery and reconstruction Project,CEEDF,PLAN,Rural Housing and Community Infrastructure,Support - Distribution of shelter kits,Transitional Shelter construction ,construction of shelter for small family ,,,households,18,,5,31005,31005-5
Makwanpur,Thaha,7,Tearfund,,RADO,Tearund/DEC,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Toilet,,Support in the construction of HH Toilet,,,households,17,,7,31010,31010-7
Makwanpur,Indrasarowar,1,PLAN,Post Earthquake recovery and reconstruction Project,CEEDF,PLAN,Rural Housing and Community Infrastructure,Support - Distribution of shelter kits,Transitional Shelter construction ,construction of shelter for small family ,,,households,16,,1,31005,31005-1
Makwanpur,Thaha,10,PLAN,Post Earthquake recovery and reconstruction Project,CEEDF,PLAN,Rural Housing and Community Infrastructure,Support - Distribution of shelter kits,Transitional Shelter construction ,construction of shelter for small family ,,,households,16,,10,31010,31010-10
Makwanpur,Thaha,8,Tearfund,,RADO,DEC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,5 days mason training using DUDBC curriculum ,,Completed,households,16,16,8,31010,31010-8
Makwanpur,Thaha,7,Tearfund,,RADO,DEC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,5 days mason training using DUDBC curriculum ,,Completed,households,16,16,7,31010,31010-7
Makwanpur,Thaha,7,Tearfund,,RADO,DEC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,5 days mason training using DUDBC curriculum ,,Completed,households,16,15,7,31010,31010-7
Makwanpur,Thaha,7,Tearfund,,RADO,DEC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,5 days mason training using DUDBC curriculum ,,Completed,households,16,15,7,31010,31010-7
Makwanpur,Thaha,7,Tearfund,,RADO,DEC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,5 days mason training using DUDBC curriculum ,,Completed,households,16,16,7,31010,31010-7
Makwanpur,Thaha,7,Tearfund,,RADO,DEC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,5 days mason training using DUDBC curriculum ,,Completed,households,16,16,7,31010,31010-7
Makwanpur,Thaha,8,Tearfund,,RADO,DEC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,5 days mason training using DUDBC curriculum ,,Completed,households,16,16,8,31010,31010-8
Makwanpur,Thaha,8,Tearfund,,RADO,DEC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,5 days mason training using DUDBC curriculum ,,Completed,households,16,16,8,31010,31010-8
Makwanpur,Thaha,8,Tearfund,,RADO,DEC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,5 days mason training using DUDBC curriculum ,,Completed,households,16,16,8,31010,31010-8
Makwanpur,Thaha,11,Tearfund,,RADO,DEC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,5 days mason training using DUDBC curriculum ,,Completed,households,16,17,11,31010,31010-11
Makwanpur,Thaha,11,Tearfund,,RADO,DEC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,5 days mason training using DUDBC curriculum ,,Completed,households,16,14,11,31010,31010-11
Makwanpur,Thaha,11,Tearfund,,RADO,DEC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,5 days mason training using DUDBC curriculum ,,Completed,households,16,18,11,31010,31010-11
Makwanpur,Thaha,12,Tearfund,,RADO,DEC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,5 days mason training using DUDBC curriculum ,,Completed,households,16,16,12,31010,31010-12
Makwanpur,Thaha,11,Tearfund,,RADO,DEC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,5 days mason training using DUDBC curriculum ,,Completed,households,16,15,11,31010,31010-11
Makwanpur,Thaha,12,Tearfund,,RADO,DEC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,5 days mason training using DUDBC curriculum ,,Completed,households,16,13,12,31010,31010-12
Makwanpur,Thaha,12,Tearfund,,RADO,DEC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,5 days mason training using DUDBC curriculum ,,Completed,households,16,14,12,31010,31010-12
Makwanpur,Thaha,12,Tearfund,,RADO,DEC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,5 days mason training using DUDBC curriculum ,,Completed,households,16,16,12,31010,31010-12
Makwanpur,Thaha,12,Tearfund,,RADO,DEC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,5 days mason training using DUDBC curriculum ,,Completed,households,16,16,12,31010,31010-12
Makwanpur,Thaha,6,DCA,Supporting in recovery of Earthquake Affected Communities of Nepal,CCDN,ECHO and partially by ICCO Cooperation,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Capacity Building Training,7 day long masonry training for working masons on building earthquake resilient shelters,DUDBC,,households,15,,6,31010,31010-6
Makwanpur,Thaha,4,ICCO,Recovering Livelihood and Empowering Communities (RLEC),CCDN,ECHO,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,"Masons (7 days DUDBC, rural or urban)",,Completed,households,15,12,4,31010,31010-4
Makwanpur,Thaha,5,ICCO,Recovering Livelihood and Empowering Communities (RLEC),CCDN,ECHO,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,"Masons (7 days DUDBC, rural or urban)",,Completed,households,15,11,5,31010,31010-5
Makwanpur,Thaha,1,ICCO,Recovering Livelihood and Empowering Communities (RLEC),CCDN,ECHO,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,"Masons (7 days DUDBC, rural or urban)",,Completed,households,15,13,1,31010,31010-1
Makwanpur,Thaha,6,ICCO,Recovering Livelihood and Empowering Communities (RLEC),CCDN,ECHO,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,"Masons (7 days DUDBC, rural or urban)",,Completed,households,15,19,6,31010,31010-6
Makwanpur,Thaha,10,PLAN,Post Earthquake recovery and reconstruction Project,CEEDF,PLAN,Rural Housing and Community Infrastructure,Support - Distribution of shelter kits,Transitional Shelter construction ,construction of shelter for small family ,,,households,15,,10,31010,31010-10
Makwanpur,Indrasarowar,5,PLAN,Post Earthquake recovery and reconstruction Project,CEEDF,PLAN,Rural Housing and Community Infrastructure,Support - Distribution of shelter kits,Transitional Shelter construction ,construction of shelter for small family ,,,households,15,,5,31005,31005-5
Makwanpur,Thaha,8,Tearfund,,RADO,DEC/TEARFUND,Rural Housing and Community Infrastructure,Capacity building - Technical assistance for skilled construction workers,Scale Demo Houses,7 Days Craftsment Training,DUDBC,,households,15,,8,31010,31010-8
Makwanpur,Thaha,7,Tearfund,,RADO,DEC/TEARFUND,Rural Housing and Community Infrastructure,Capacity building - Technical assistance for skilled construction workers,Scale Demo Houses,7 Days Craftsment Training,DUDBC,,households,15,,7,31010,31010-7
Makwanpur,Thaha,7,Tearfund,,RADO,DEC/TEARFUND,Rural Housing and Community Infrastructure,Capacity building - Technical assistance for skilled construction workers,Scale Demo Houses,7 Days Craftsment Training,DUDBC,,households,15,,7,31010,31010-7
Makwanpur,Thaha,7,Tearfund,,RADO,DEC/TEARFUND,Rural Housing and Community Infrastructure,Capacity building - Technical assistance for skilled construction workers,Scale Demo Houses,7 Days Craftsment Training,DUDBC,,households,15,,7,31010,31010-7
Makwanpur,Thaha,7,Tearfund,,RADO,DEC/TEARFUND,Rural Housing and Community Infrastructure,Capacity building - Technical assistance for skilled construction workers,Scale Demo Houses,7 Days Craftsment Training,DUDBC,,households,15,,7,31010,31010-7
Makwanpur,Thaha,7,Tearfund,,RADO,DEC/TEARFUND,Rural Housing and Community Infrastructure,Capacity building - Technical assistance for skilled construction workers,Scale Demo Houses,7 Days Craftsment Training,DUDBC,,households,15,,7,31010,31010-7
Makwanpur,Thaha,8,Tearfund,,RADO,DEC/TEARFUND,Rural Housing and Community Infrastructure,Capacity building - Technical assistance for skilled construction workers,Scale Demo Houses,7 Days Craftsment Training,DUDBC,,households,15,,8,31010,31010-8
Makwanpur,Thaha,8,Tearfund,,RADO,DEC/TEARFUND,Rural Housing and Community Infrastructure,Capacity building - Technical assistance for skilled construction workers,Scale Demo Houses,7 Days Craftsment Training,DUDBC,,households,15,,8,31010,31010-8
Makwanpur,Thaha,8,Tearfund,,RADO,DEC/TEARFUND,Rural Housing and Community Infrastructure,Capacity building - Technical assistance for skilled construction workers,Scale Demo Houses,7 Days Craftsment Training,DUDBC,,households,15,,8,31010,31010-8
Makwanpur,Thaha,11,Tearfund,,RADO,DEC/TEARFUND,Rural Housing and Community Infrastructure,Capacity building - Technical assistance for skilled construction workers,Scale Demo Houses,7 Days Craftsment Training,DUDBC,,households,15,,11,31010,31010-11
Makwanpur,Thaha,11,Tearfund,,RADO,DEC/TEARFUND,Rural Housing and Community Infrastructure,Capacity building - Technical assistance for skilled construction workers,Scale Demo Houses,7 Days Craftsment Training,DUDBC,,households,15,,11,31010,31010-11
Makwanpur,Thaha,11,Tearfund,,RADO,DEC/TEARFUND,Rural Housing and Community Infrastructure,Capacity building - Technical assistance for skilled construction workers,Scale Demo Houses,7 Days Craftsment Training,DUDBC,,households,15,,11,31010,31010-11
Makwanpur,Thaha,12,Tearfund,,RADO,DEC/TEARFUND,Rural Housing and Community Infrastructure,Capacity building - Technical assistance for skilled construction workers,Scale Demo Houses,7 Days Craftsment Training,DUDBC,,households,15,,12,31010,31010-12
Makwanpur,Thaha,11,Tearfund,,RADO,DEC/TEARFUND,Rural Housing and Community Infrastructure,Capacity building - Technical assistance for skilled construction workers,Scale Demo Houses,7 Days Craftsment Training,DUDBC,,households,15,,11,31010,31010-11
Makwanpur,Thaha,12,Tearfund,,RADO,DEC/TEARFUND,Rural Housing and Community Infrastructure,Capacity building - Technical assistance for skilled construction workers,Scale Demo Houses,7 Days Craftsment Training,DUDBC,,households,15,,12,31010,31010-12
