District,Municipality,Ward,Partner Organization,Funding Organisation,Sector,Activity Type,Activity Status,Unit (Indicator),Planned#,Reached#,GaNaPa_Code,District_code,GaPaN_Ward_Code
Sindhuli,Sunkoshi Gaunpalika,7,HELVETAS,DFID,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,10,10,20008,25,20008-7
Sindhuli,Sunkoshi Gaunpalika,7,HELVETAS,DFID,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,10,10,20008,25,20008-7
Sindhuli,Sunkoshi Gaunpalika,7,HELVETAS,DFID,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,10,10,20008,25,20008-7
Sindhuli,Sunkoshi Gaunpalika,7,HELVETAS,DFID,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,10,10,20008,25,20008-7
Sindhuli,Sunkoshi Gaunpalika,7,HELVETAS,DFID,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,10,10,20008,25,20008-7
Sindhuli,Sunkoshi Gaunpalika,5,HELVETAS,DFID,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,10,10,20008,25,20008-5
Sindhuli,Sunkoshi Gaunpalika,5,HELVETAS,DFID,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,10,10,20008,25,20008-5
Sindhuli,Sunkoshi Gaunpalika,5,HELVETAS,DFID,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,10,10,20008,25,20008-5
Sindhuli,Sunkoshi Gaunpalika,5,HELVETAS,DFID,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,10,10,20008,25,20008-5
Sindhuli,Tinpatan Gaunpalika,8,HELVETAS,DFID,Rural Housing and Community Infrastructure,Capacity building - Short training for carpenter,,individuals,10,10,20009,25,20009-8
Sindhuli,Tinpatan Gaunpalika,8,HELVETAS,DFID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20009,25,20009-8
Sindhuli,Tinpatan Gaunpalika,8,HELVETAS,DFID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20009,25,20009-8
Sindhuli,Tinpatan Gaunpalika,8,HELVETAS,DFID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20009,25,20009-8
Sindhuli,Tinpatan Gaunpalika,8,HELVETAS,DFID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20009,25,20009-8
Sindhuli,Tinpatan Gaunpalika,8,HELVETAS,DFID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20009,25,20009-8
Sindhuli,Tinpatan Gaunpalika,8,HELVETAS,DFID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20009,25,20009-8
Sindhuli,Tinpatan Gaunpalika,8,HELVETAS,DFID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20009,25,20009-8
Sindhuli,Tinpatan Gaunpalika,8,HELVETAS,DFID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20009,25,20009-8
Sindhuli,Tinpatan Gaunpalika,8,HELVETAS,DFID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20009,25,20009-8
Sindhuli,Tinpatan Gaunpalika,8,PLAN,PLAN,"Water, Sanitation and Hygiene",Reconstruction - Development of WASH infrastructure,,households,1,1,20009,25,20009-8
Sindhuli,Tinpatan Gaunpalika,7,HELVETAS,DFID,Rural Housing and Community Infrastructure,Capacity building - Short training for carpenter,Completed,individuals,10,10,20009,25,20009-7
Sindhuli,Tinpatan Gaunpalika,7,HELVETAS,DFID,Rural Housing and Community Infrastructure,Capacity building - Short training for carpenter,,individuals,10,10,20009,25,20009-7
Sindhuli,Tinpatan Gaunpalika,7,HELVETAS,DFID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20009,25,20009-7
Sindhuli,Tinpatan Gaunpalika,7,HELVETAS,DFID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20009,25,20009-7
Sindhuli,Tinpatan Gaunpalika,7,HELVETAS,DFID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20009,25,20009-7
Sindhuli,Tinpatan Gaunpalika,7,HELVETAS,DFID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20009,25,20009-7
Sindhuli,Tinpatan Gaunpalika,7,HELVETAS,DFID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20009,25,20009-7
Sindhuli,Tinpatan Gaunpalika,7,HELVETAS,DFID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20009,25,20009-7
Sindhuli,Tinpatan Gaunpalika,7,HELVETAS,DFID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20009,25,20009-7
Sindhuli,Tinpatan Gaunpalika,7,HELVETAS,DFID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20009,25,20009-7
Sindhuli,Tinpatan Gaunpalika,7,HELVETAS,DFID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20009,25,20009-7
Sindhuli,Tinpatan Gaunpalika,9,FCA,UNICEF/EU,Education,Reconstruction - Classrooms,Completed,classrooms,6,6,20009,25,20009-9
Sindhuli,Tinpatan Gaunpalika,9,FCA,UNICEF/EU,Education,Reconstruction - Classrooms,Completed,classrooms,2,2,20009,25,20009-9
Sindhuli,Tinpatan Gaunpalika,9,FCA,UNICEF/EU,Education,Reconstruction - Classrooms,Completed,classrooms,2,2,20009,25,20009-9
Sindhuli,Tinpatan Gaunpalika,9,FCA,UNICEF/EU,Education,Reconstruction - Classrooms,Completed,classrooms,4,4,20009,25,20009-9
Sindhuli,Tinpatan Gaunpalika,9,FCA,UNICEF/EU,Education,Reconstruction - Classrooms,Completed,classrooms,2,2,20009,25,20009-9
Sindhuli,Tinpatan Gaunpalika,9,FCA,UNICEF/EU,Education,Reconstruction - Classrooms,Completed,classrooms,4,4,20009,25,20009-9
Sindhuli,Tinpatan Gaunpalika,9,FCA,UNICEF/EU,Education,Reconstruction - Classrooms,Completed,classrooms,4,4,20009,25,20009-9
Sindhuli,Tinpatan Gaunpalika,9,FCA,UNICEF/EU,Education,Reconstruction - Classrooms,Completed,classrooms,4,4,20009,25,20009-9
Sindhuli,Tinpatan Gaunpalika,9,FCA,UNICEF/EU,Education,Reconstruction - Classrooms,Completed,classrooms,2,2,20009,25,20009-9
Sindhuli,Tinpatan Gaunpalika,9,FCA,UNICEF/EU,Education,Reconstruction - Classrooms,Completed,classrooms,2,2,20009,25,20009-9
Sindhuli,Tinpatan Gaunpalika,9,FCA,UNICEF/EU,Education,Reconstruction - WASH facilities in schools,Completed,constructions,12,12,20009,25,20009-9
Sindhuli,Tinpatan Gaunpalika,9,FCA,UNICEF/EU,Education,Reconstruction - WASH facilities in schools,Completed,constructions,3,3,20009,25,20009-9
Sindhuli,Tinpatan Gaunpalika,9,FCA,UNICEF/EU,Education,Reconstruction - WASH facilities in schools,Completed,constructions,1,1,20009,25,20009-9
Sindhuli,Tinpatan Gaunpalika,9,FCA,UNICEF/EU,Education,Reconstruction - WASH facilities in schools,Completed,constructions,3,3,20009,25,20009-9
Sindhuli,Tinpatan Gaunpalika,9,FCA,UNICEF/EU,Education,Reconstruction - WASH facilities in schools,Completed,constructions,1,1,20009,25,20009-9
Sindhuli,Tinpatan Gaunpalika,9,FCA,UNICEF/EU,Education,Reconstruction - WASH facilities in schools,Completed,constructions,5,5,20009,25,20009-9
Sindhuli,Tinpatan Gaunpalika,9,FCA,UNICEF/EU,Education,Reconstruction - WASH facilities in schools,Completed,constructions,1,1,20009,25,20009-9
Sindhuli,Tinpatan Gaunpalika,9,FCA,UNICEF/EU,Education,Reconstruction - WASH facilities in schools,Completed,constructions,7,7,20009,25,20009-9
Sindhuli,Tinpatan Gaunpalika,5,WVIN,World Vision,Education,Reconstruction - Classrooms,Completed,classrooms,3,3,20009,25,20009-5
Sindhuli,Tinpatan Gaunpalika,7,HELVETAS,DFID,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,10,10,20009,25,20009-7
Sindhuli,Tinpatan Gaunpalika,7,HELVETAS,DFID,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,10,10,20009,25,20009-7
Sindhuli,Tinpatan Gaunpalika,7,HELVETAS,DFID,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,10,10,20009,25,20009-7
Sindhuli,Tinpatan Gaunpalika,7,HELVETAS,DFID,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,10,10,20009,25,20009-7
Sindhuli,Tinpatan Gaunpalika,7,HELVETAS,DFID,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,10,10,20009,25,20009-7
Sindhuli,Tinpatan Gaunpalika,7,HELVETAS,DFID,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,10,10,20009,25,20009-7
Sindhuli,Marinthakur Gaunpalika,4,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,1,1,20006,25,20006-4
Sindhuli,Marinthakur Gaunpalika,4,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,21,21,20006,25,20006-4
Sindhuli,Marinthakur Gaunpalika,4,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,19,19,20006,25,20006-4
Sindhuli,Marinthakur Gaunpalika,4,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,2,2,20006,25,20006-4
Sindhuli,Marinthakur Gaunpalika,6,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,3,2,20006,25,20006-6
Sindhuli,Marinthakur Gaunpalika,6,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,3,4,20006,25,20006-6
Sindhuli,Marinthakur Gaunpalika,2,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,2,2,20006,25,20006-2
Sindhuli,Marinthakur Gaunpalika,2,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,2,2,20006,25,20006-2
Sindhuli,Marinthakur Gaunpalika,1,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,2,2,20006,25,20006-1
Sindhuli,Marinthakur Gaunpalika,2,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,2,4,20006,25,20006-2
Sindhuli,Marinthakur Gaunpalika,1,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,2,2,20006,25,20006-1
Sindhuli,Marinthakur Gaunpalika,6,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,2,1,20006,25,20006-6
Sindhuli,Marinthakur Gaunpalika,6,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,2,1,20006,25,20006-6
Sindhuli,Marinthakur Gaunpalika,7,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,2,2,20006,25,20006-7
Sindhuli,Marinthakur Gaunpalika,7,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,31,31,20006,25,20006-7
Sindhuli,Marinthakur Gaunpalika,7,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,6,6,20006,25,20006-7
Sindhuli,Marinthakur Gaunpalika,3,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,20,20,20006,25,20006-3
Sindhuli,Marinthakur Gaunpalika,5,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,24,24,20006,25,20006-5
Sindhuli,Sunkoshi Gaunpalika,3,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,16,2,20008,25,20008-3
Sindhuli,Sunkoshi Gaunpalika,3,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,16,48,20008,25,20008-3
Sindhuli,Sunkoshi Gaunpalika,4,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,16,2,20008,25,20008-4
Sindhuli,Sunkoshi Gaunpalika,4,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,16,22,20008,25,20008-4
Sindhuli,Sunkoshi Gaunpalika,4,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,16,22,20008,25,20008-4
Sindhuli,Sunkoshi Gaunpalika,3,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,15,10,20008,25,20008-3
Sindhuli,Sunkoshi Gaunpalika,3,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,15,19,20008,25,20008-3
Sindhuli,Sunkoshi Gaunpalika,4,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,15,15,20008,25,20008-4
Sindhuli,Sunkoshi Gaunpalika,3,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,15,15,20008,25,20008-3
Sindhuli,Sunkoshi Gaunpalika,3,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,9,9,20008,25,20008-3
Sindhuli,Sunkoshi Gaunpalika,3,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,9,8,20008,25,20008-3
Sindhuli,Sunkoshi Gaunpalika,3,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,9,6,20008,25,20008-3
Sindhuli,Sunkoshi Gaunpalika,3,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,9,16,20008,25,20008-3
Sindhuli,Sunkoshi Gaunpalika,4,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,9,2,20008,25,20008-4
Sindhuli,Sunkoshi Gaunpalika,4,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,9,19,20008,25,20008-4
Sindhuli,Sunkoshi Gaunpalika,4,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,9,9,20008,25,20008-4
Sindhuli,Sunkoshi Gaunpalika,4,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,9,6,20008,25,20008-4
Sindhuli,Sunkoshi Gaunpalika,3,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,8,1,20008,25,20008-3
Sindhuli,Sunkoshi Gaunpalika,3,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,2,0,20008,25,20008-3
Sindhuli,Sunkoshi Gaunpalika,3,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,2,2,20008,25,20008-3
Sindhuli,Sunkoshi Gaunpalika,4,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,2,1,20008,25,20008-4
Sindhuli,Sunkoshi Gaunpalika,4,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,2,0,20008,25,20008-4
Sindhuli,Sunkoshi Gaunpalika,4,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,2,2,20008,25,20008-4
Sindhuli,Sunkoshi Gaunpalika,3,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,0,20008,25,20008-3
Sindhuli,Sunkoshi Gaunpalika,3,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,5,20008,25,20008-3
Sindhuli,Sunkoshi Gaunpalika,3,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20008,25,20008-3
Sindhuli,Sunkoshi Gaunpalika,4,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,2,20008,25,20008-4
Sindhuli,Sunkoshi Gaunpalika,3,SwissC,SwissC,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,1000,1017,20008,25,20008-3
Sindhuli,Golanjor Gaunpalika,6,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,0,0,20003,25,20003-6
Sindhuli,Golanjor Gaunpalika,7,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,0,0,20003,25,20003-7
Sindhuli,Golanjor Gaunpalika,5,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,0,0,20003,25,20003-5
Sindhuli,Marinthakur Gaunpalika,3,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,0,0,20006,25,20006-3
Sindhuli,Marinthakur Gaunpalika,6,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,0,0,20006,25,20006-6
Sindhuli,Marinthakur Gaunpalika,5,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,0,0,20006,25,20006-5
Sindhuli,Golanjor Gaunpalika,7,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,0,0,20003,25,20003-7
Sindhuli,Golanjor Gaunpalika,5,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,0,0,20003,25,20003-5
Sindhuli,Golanjor Gaunpalika,6,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,0,0,20003,25,20003-6
Sindhuli,Golanjor Gaunpalika,4,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,0,0,20003,25,20003-4
Sindhuli,Kamalamai Nagarpalika,10,SwissC,SwissC,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,1200,1059,20005,25,20005-10
Sindhuli,Kamalamai Nagarpalika,1,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,20,20,20005,25,20005-1
Sindhuli,Kamalamai Nagarpalika,1,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,20,20,20005,25,20005-1
Sindhuli,Kamalamai Nagarpalika,4,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,10,10,20005,25,20005-4
Sindhuli,Kamalamai Nagarpalika,4,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,10,10,20005,25,20005-4
Sindhuli,Kamalamai Nagarpalika,8,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,10,4,20005,25,20005-8
Sindhuli,Kamalamai Nagarpalika,5,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,10,21,20005,25,20005-5
Sindhuli,Kamalamai Nagarpalika,4,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,10,21,20005,25,20005-4
Sindhuli,Kamalamai Nagarpalika,6,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,10,14,20005,25,20005-6
Sindhuli,Kamalamai Nagarpalika,7,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,10,39,20005,25,20005-7
Sindhuli,Kamalamai Nagarpalika,7,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,10,26,20005,25,20005-7
Sindhuli,Kamalamai Nagarpalika,3,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,10,4,20005,25,20005-3
Sindhuli,Kamalamai Nagarpalika,8,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,10,10,20005,25,20005-8
Sindhuli,Kamalamai Nagarpalika,9,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,10,7,20005,25,20005-9
Sindhuli,Kamalamai Nagarpalika,9,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,10,4,20005,25,20005-9
Sindhuli,Kamalamai Nagarpalika,10,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,10,9,20005,25,20005-10
Sindhuli,Kamalamai Nagarpalika,9,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,10,1,20005,25,20005-9
Sindhuli,Kamalamai Nagarpalika,10,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,10,10,20005,25,20005-10
Sindhuli,Kamalamai Nagarpalika,10,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,10,11,20005,25,20005-10
Sindhuli,Kamalamai Nagarpalika,10,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,10,11,20005,25,20005-10
Sindhuli,Kamalamai Nagarpalika,10,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,10,8,20005,25,20005-10
Sindhuli,Kamalamai Nagarpalika,4,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,8,3,20005,25,20005-4
Sindhuli,Kamalamai Nagarpalika,4,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,8,14,20005,25,20005-4
Sindhuli,Kamalamai Nagarpalika,8,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,8,23,20005,25,20005-8
Sindhuli,Kamalamai Nagarpalika,5,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,8,25,20005,25,20005-5
Sindhuli,Kamalamai Nagarpalika,6,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,8,8,20005,25,20005-6
Sindhuli,Kamalamai Nagarpalika,7,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,8,14,20005,25,20005-7
Sindhuli,Kamalamai Nagarpalika,3,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,8,39,20005,25,20005-3
Sindhuli,Kamalamai Nagarpalika,8,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,8,8,20005,25,20005-8
Sindhuli,Kamalamai Nagarpalika,9,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,8,8,20005,25,20005-9
Sindhuli,Kamalamai Nagarpalika,10,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,8,6,20005,25,20005-10
Sindhuli,Kamalamai Nagarpalika,9,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,8,1,20005,25,20005-9
Sindhuli,Kamalamai Nagarpalika,10,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,8,8,20005,25,20005-10
Sindhuli,Kamalamai Nagarpalika,10,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,8,4,20005,25,20005-10
Sindhuli,Kamalamai Nagarpalika,10,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,8,1,20005,25,20005-10
Sindhuli,Kamalamai Nagarpalika,4,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,7,16,20005,25,20005-4
Sindhuli,Kamalamai Nagarpalika,7,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,7,7,20005,25,20005-7
Sindhuli,Kamalamai Nagarpalika,9,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,7,7,20005,25,20005-9
Sindhuli,Kamalamai Nagarpalika,10,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,7,8,20005,25,20005-10
Sindhuli,Kamalamai Nagarpalika,4,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,0,20005,25,20005-4
Sindhuli,Kamalamai Nagarpalika,4,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,0,20005,25,20005-4
Sindhuli,Kamalamai Nagarpalika,8,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20005,25,20005-8
Sindhuli,Kamalamai Nagarpalika,5,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20005,25,20005-5
Sindhuli,Kamalamai Nagarpalika,4,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,3,20005,25,20005-4
Sindhuli,Kamalamai Nagarpalika,6,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,3,20005,25,20005-6
Sindhuli,Kamalamai Nagarpalika,7,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,0,20005,25,20005-7
Sindhuli,Kamalamai Nagarpalika,7,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,2,20005,25,20005-7
Sindhuli,Kamalamai Nagarpalika,3,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,0,20005,25,20005-3
Sindhuli,Kamalamai Nagarpalika,8,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20005,25,20005-8
Sindhuli,Kamalamai Nagarpalika,9,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,2,20005,25,20005-9
